name, len, rsq, spearman, slope, intercept
CHG_jobs/astex_1gm8,10,0.15449871329,0.333333333333,0.27559371208,4568.71399981
CHG_jobs/astex_1hnn,8,0.904410744465,-0.952380952381,-1.13378783271,2579.63773784
CHG_jobs/astex_1ia1,10,0.0435969231453,-0.00606060606061,-0.0686805288948,3571.90860977
CHG_jobs/astex_1ig3,10,0.352027878839,0.381818181818,0.0655029683523,3549.78639171
CHG_jobs/astex_1j3j,10,0.000754112544083,-0.224242424242,0.0352518790319,3286.45521547
CHG_jobs/astex_1jd0,10,0.0110459795759,0.260606060606,3.38574662048e-05,1770.43122557
CHG_jobs/astex_1l7f,10,0.233189613818,0.187878787879,-0.228954129424,5101.2546796
CHG_jobs/astex_1lpz,10,0.0970229678264,0.430303030303,0.0165196822069,6206.429311
CHG_jobs/astex_1mmv,10,0.0642688547788,0.127272727273,0.0406913977179,3251.74202107
CHG_jobs/astex_1mzc,10,0.124432628347,-0.212121212121,-0.162068791827,7506.37519782
CHG_jobs/astex_1n1m,10,0.0306537909118,-0.284848484848,-0.016456940988,2914.9270673
CHG_jobs/astex_1of6,10,0.0117457140397,0.127272727273,-0.0534907981761,2559.72669969
CHG_jobs/astex_1oq5,8,0.42581169114,-0.52380952381,-4.05332859259,5061.00960757
CHG_jobs/astex_1owe,10,0.161571685494,0.284848484848,3.67243620166,4263.25950331
CHG_jobs/astex_1oyt,10,0.00628286968593,-0.00606060606061,-0.0110049300881,6021.87978606
CHG_jobs/astex_1p2y,10,0.39509806754,-0.369696969697,-0.362469618926,2708.31982667
CHG_jobs/astex_1pmn,10,0.158150419928,0.10303030303,0.074508668666,6757.99682483
CHG_jobs/astex_1q1g,10,0.0986546035524,-0.0181818181818,-0.162887943643,3807.67161611
CHG_jobs/astex_1r1h,10,0.0136967190268,-0.236363636364,0.00292165030669,6051.49521112
CHG_jobs/astex_1s3v,10,0.117248235903,0.6,0.0167962106827,5706.63454277
CHG_jobs/astex_1sj0,10,0.0400718249979,-0.260606060606,-0.0205478187148,6894.1854856
