name, len, rsq, spearman, slope, intercept
CHG_jobs/astex_1gm8,10,0.00355608515787,0.0181818181818,0.0123521745806,4602.58351787
CHG_jobs/astex_1hnn,8,0.897690507365,-0.619047619048,-1.0315471091,2589.20573898
CHG_jobs/astex_1ia1,10,0.000618903834954,-0.151515151515,0.00822776816829,3580.53624841
CHG_jobs/astex_1ig3,10,0.11609019176,0.393939393939,0.027584634721,3560.88539184
CHG_jobs/astex_1j3j,10,0.0347781256607,-0.0181818181818,0.104382030567,3295.41285755
CHG_jobs/astex_1jd0,10,3.43506068625e-06,-0.0909090909091,-2.48823726154e-05,1810.14554419
CHG_jobs/astex_1l7f,10,0.178043686145,0.284848484848,-0.13440540365,5131.57597432
CHG_jobs/astex_1lpz,10,0.27040246103,0.624242424242,0.0518241078506,6216.256683
CHG_jobs/astex_1mmv,10,0.288149107062,0.769696969697,0.133940303728,3267.64185665
CHG_jobs/astex_1mzc,10,0.114773212406,-0.175757575758,-0.093536978335,7509.5588989
CHG_jobs/astex_1n1m,10,0.214102725765,-0.248484848485,-0.00787899268665,2921.10890062
CHG_jobs/astex_1of6,10,0.128045619545,-0.224242424242,-0.319023302701,2572.4525887
CHG_jobs/astex_1oq5,8,0.152319717509,0.309523809524,14.2093302238,2445.31235369
CHG_jobs/astex_1owe,10,0.221922025574,0.539393939394,2.22909743435,4312.90720138
CHG_jobs/astex_1oyt,10,0.00128326418586,0.0181818181818,0.00383428627528,6032.9289691
CHG_jobs/astex_1p2y,10,0.632828422209,-0.127272727273,-0.177425114471,2708.70308382
CHG_jobs/astex_1pmn,10,0.00262343599567,0.115151515152,0.133487745687,6760.05395973
CHG_jobs/astex_1q1g,10,0.0488166128393,0.430303030303,0.170783468763,3756.04383255
CHG_jobs/astex_1r1h,10,0.00264984578224,0.187878787879,0.00151446531938,6068.00255313
CHG_jobs/astex_1s3v,10,0.00187775571881,-0.163636363636,0.0210405180065,5715.57885097
CHG_jobs/astex_1sj0,10,0.0812895216921,-0.0181818181818,-0.019229295354,6904.29203812
CHG_jobs/astex_1t46,10,0.238916876535,-0.418181818182,-0.230738752707,7742.08741598
CHG_jobs/astex_1tt1,10,0.27529449067,-0.345454545455,-3.80329448782,3169.65030052
CHG_jobs/astex_1uou,10,0.0647427758276,0.212121212121,0.0427188697892,2860.74056375
CHG_jobs/astex_1vcj,10,0.0144026571335,-0.236363636364,-0.0246225966851,5467.05185919
CHG_jobs/astex_1y6b,10,0.144280031252,0.187878787879,0.10303942197,6518.7527046
CHG_jobs/astex_1ygc,10,0.0479516046439,-0.333333333333,-0.104897815604,7214.11569475
CHG_jobs/astex_1ywr,10,0.537366053269,-0.587878787879,-0.035756093184,7167.21208261
CHG_jobs/astex_2bm2,10,0.0604279036715,0.115151515152,0.00273986477564,6620.03385894
CHG_jobs/omegacsd_ABXBPC,10,0.00141768297456,0.0424242424242,-0.0782892140062,4784.365052
CHG_jobs/omegacsd_AURMIN,10,0.140764172609,-0.321212121212,-0.262885496402,4483.21694394
CHG_jobs/omegacsd_BAFJEX10,10,0.452696824966,0.587878787879,0.0431751475595,4256.02121925
CHG_jobs/omegacsd_BATROD,10,0.000690440066942,0.0909090909091,-0.00138919065628,3195.47541157
CHG_jobs/omegacsd_BUSNIM,10,0.843973402308,-0.951515151515,-0.56358708737,3861.94847513
CHG_jobs/omegacsd_CAGXEN,10,0.819481789721,-0.878787878788,-3.17613196306,3610.41810448
CHG_jobs/omegacsd_CALLEG,10,0.0481143542909,0.321212121212,0.00726260022006,3505.97847605
CHG_jobs/omegacsd_CATXIE,10,0.0350549968315,-0.490909090909,-5.08646032001e-07,4755.94626866
CHG_jobs/omegacsd_CIXTOS,10,0.54171288615,0.612121212121,0.131128349162,4149.42556094
CHG_jobs/omegacsd_CMPEPI,10,0.0209912675785,0.0666666666667,-0.18756633569,3645.92620572
CHG_jobs/omegacsd_CYCLIZ10,10,0.0422528706042,-0.260606060606,-0.142061085065,4584.8363458
CHG_jobs/omegacsd_DIPJAN10,10,0.0238431739804,-0.0666666666667,-0.0453786141655,5097.79236171
CHG_jobs/omegacsd_DIZREJ,10,0.508037880976,-0.454545454545,-0.0781531139011,4405.60855914
CHG_jobs/omegacsd_DIZWAK,10,0.310658890695,-0.430303030303,-0.00462723454553,3674.23417665
